Volume averages, fluxes, etc
it t dt Rho Mx My Mz Bx By Bz Ex Ey Ez HypE E ElRho ElMx ElMy ElMz ElE Pmin Pmax
    780  7.79000E-03  1.00000E-005  5.62500E-001  1.38991E-002  0.00000E+000 -1.03856E-006  0.00000E+000  1.00000E-002  0.00000E+000  1.94819E-001  0.00000E+000 -4.81281E-004  7.43493E-014  8.28016E-001  5.62500E-003  1.23181E-004  0.00000E+000  2.71534E-007  8.21102E-001  9.99839E-002  1.00020E+000
    790  7.89000E-03  1.00000E-005  5.62500E-001  1.40696E-002  0.00000E+000 -8.69219E-007  0.00000E+000  1.00000E-002  0.00000E+000  1.91862E-001  0.00000E+000 -4.31255E-004  5.20531E-014  8.28060E-001  5.62500E-003  1.32701E-004  0.00000E+000  1.13574E-007  8.21059E-001  9.99841E-002  1.00020E+000
    800  7.99000E-03  1.00000E-005  5.62500E-001  1.42374E-002  0.00000E+000 -6.62013E-007  0.00000E+000  1.00000E-002  0.00000E+000  1.91280E-001  0.00000E+000 -4.28688E-004  3.89177E-014  8.28105E-001  5.62500E-003  1.44907E-004  0.00000E+000 -9.09456E-008  8.21015E-001  9.99839E-002  1.00019E+000
    810  8.09000E-03  1.00000E-005  5.62500E-001  1.44051E-002  0.00000E+000 -4.73761E-007  0.00000E+000  1.00000E-002  0.00000E+000  1.93403E-001  0.00000E+000 -4.77704E-004  3.43757E-014  8.28149E-001  5.62500E-003  1.57239E-004  0.00000E+000 -2.86605E-007  8.20968E-001  9.99835E-002  1.00021E+000
    820  8.19000E-03  1.00000E-005  5.62500E-001  1.45752E-002  0.00000E+000 -3.56240E-007  0.00000E+000  1.00000E-002  0.00000E+000  1.97905E-001  0.00000E+000 -5.68511E-004  3.89523E-014  8.28193E-001  5.62500E-003  1.67166E-004  0.00000E+000 -4.20575E-007  8.20919E-001  9.99834E-002  1.00022E+000
    830  8.29000E-03  1.00000E-005  5.62500E-001  1.47496E-002  0.00000E+000 -3.43800E-007  0.00000E+000  1.00000E-002  0.00000E+000  2.03891E-001  0.00000E+000 -6.79864E-004  3.11205E-014  8.28238E-001  5.62500E-003  1.72757E-004  0.00000E+000 -4.55277E-007  8.20868E-001  9.99833E-002  1.00023E+000
    840  8.39000E-03  1.00000E-005  5.62500E-001  1.49292E-002  0.00000E+000 -4.45235E-007  0.00000E+000  1.00000E-002  0.00000E+000  2.10119E-001  0.00000E+000 -7.84268E-004  9.30159E-015  8.28283E-001  5.62500E-003  1.73115E-004  0.00000E+000 -3.77297E-007  8.20815E-001  9.99834E-002  1.00022E+000
    850  8.49000E-03  1.00000E-005  5.62500E-001  1.51138E-002  0.00000E+000 -6.41927E-007  0.00000E+000  1.00000E-002  0.00000E+000  2.15286E-001  0.00000E+000 -8.54624E-004 -8.43076E-015  8.28330E-001  5.62500E-003  1.68556E-004  0.00000E+000 -2.00327E-007  8.20762E-001  9.99837E-002  1.00020E+000
    860  8.59000E-03  1.00000E-005  5.62500E-001  1.53019E-002  0.00000E+000 -8.92343E-007  0.00000E+000  1.00000E-002  0.00000E+000  2.18326E-001  0.00000E+000 -8.70727E-004 -1.25290E-014  8.28376E-001  5.62500E-003  1.60494E-004  0.00000E+000  3.82333E-008  8.20711E-001  9.99841E-002  1.00020E+000
    870  8.69000E-03  1.00000E-005  5.62500E-001  1.54913E-002  0.00000E+000 -1.14198E-006  0.00000E+000  1.00000E-002  0.00000E+000  2.18643E-001  0.00000E+000 -8.24105E-004 -2.30801E-014  8.28423E-001  5.62500E-003  1.51086E-004  0.00000E+000  2.86234E-007  8.20663E-001  9.99843E-002  1.00020E+000
    880  8.79000E-03  1.00000E-005  5.62500E-001  1.56796E-002  0.00000E+000 -1.33625E-006  0.00000E+000  1.00000E-002  0.00000E+000  2.16233E-001  0.00000E+000 -7.20054E-004 -1.83690E-014  8.28470E-001  5.62500E-003  1.42731E-004  0.00000E+000  4.89224E-007  8.20616E-001  9.99843E-002  1.00019E+000
    890  8.89000E-03  1.00000E-005  5.62500E-001  1.58648E-002  0.00000E+000 -1.43325E-006  0.00000E+000  1.00000E-002  0.00000E+000  2.11661E-001  0.00000E+000 -5.76402E-004 -1.31054E-014  8.28516E-001  5.62500E-003  1.37504E-004  0.00000E+000  6.03261E-007  8.20572E-001  9.99845E-002  1.00019E+000
    900  8.99000E-03  1.00000E-005  5.62500E-001  1.60456E-002  0.00000E+000 -1.41325E-006  0.00000E+000  1.00000E-002  0.00000E+000  2.05918E-001  0.00000E+000 -4.19381E-004 -4.90103E-015  8.28562E-001  5.62500E-003  1.36709E-004  0.00000E+000  6.04955E-007  8.20528E-001  9.99849E-002  1.00021E+000
    910  9.09000E-03  1.00000E-005  5.62500E-001  1.62217E-002  0.00000E+000 -1.28305E-006  0.00000E+000  1.00000E-002  0.00000E+000  2.00182E-001  0.00000E+000 -2.77584E-004  3.92568E-015  8.28608E-001  5.62500E-003  1.40617E-004  0.00000E+000  4.96668E-007  8.20485E-001  9.99853E-002  1.00022E+000
    920  9.19000E-03  1.00000E-005  5.62500E-001  1.63939E-002  0.00000E+000 -1.07392E-006  0.00000E+000  1.00000E-002  0.00000E+000  1.95554E-001  0.00000E+000 -1.75476E-004  1.87302E-014  8.28653E-001  5.62500E-003  1.48441E-004  0.00000E+000  3.05495E-007  8.20441E-001  9.99855E-002  1.00020E+000
    930  9.29000E-03  1.00000E-005  5.62500E-001  1.65638E-002  0.00000E+000 -8.33842E-007  0.00000E+000  1.00000E-002  0.00000E+000  1.92811E-001  0.00000E+000 -1.28000E-004  1.51318E-014  8.28698E-001  5.62500E-003  1.58571E-004  0.00000E+000  7.63807E-008  8.20396E-001  9.99856E-002  1.00018E+000
    940  9.39000E-03  1.00000E-005  5.62500E-001  1.67334E-002  0.00000E+000 -6.16024E-007  0.00000E+000  1.00000E-002  0.00000E+000  1.92257E-001  0.00000E+000 -1.37519E-004  1.99667E-015  8.28742E-001  5.62500E-003  1.68969E-004  0.00000E+000 -1.38724E-007  8.20349E-001  9.99858E-002  1.00017E+000
    950  9.49000E-03  1.00000E-005  5.62500E-001  1.69047E-002  0.00000E+000 -4.66497E-007  0.00000E+000  1.00000E-002  0.00000E+000  1.93678E-001  0.00000E+000 -1.93757E-004 -8.12848E-015  8.28786E-001  5.62500E-003  1.77655E-004  0.00000E+000 -2.93101E-007  8.20301E-001  9.99862E-002  1.00017E+000
    960  9.59000E-03  1.00000E-005  5.62500E-001  1.70792E-002  0.00000E+000 -4.13515E-007  0.00000E+000  1.00000E-002  0.00000E+000  1.96425E-001  0.00000E+000 -2.76684E-004  1.20173E-015  8.28830E-001  5.62500E-003  1.83167E-004  0.00000E+000 -3.56133E-007  8.20251E-001  9.99865E-002  1.00015E+000
    970  9.69000E-03  1.00000E-005  5.62500E-001  1.72575E-002  0.00000E+000 -4.61504E-007  0.00000E+000  1.00000E-002  0.00000E+000  1.99586E-001  0.00000E+000 -3.61636E-004  1.02678E-014  8.28875E-001  5.62500E-003  1.84861E-004  0.00000E+000 -3.20022E-007  8.20200E-001  9.99867E-002  1.00016E+000
    980  9.79000E-03  1.00000E-005  5.62500E-001  1.74393E-002  0.00000E+000 -5.90633E-007  0.00000E+000  1.00000E-002  0.00000E+000  2.02220E-001  0.00000E+000 -4.25363E-004  3.65389E-014  8.28920E-001  5.62500E-003  1.83029E-004  0.00000E+000 -2.01046E-007  8.20148E-001  9.99871E-002  1.00016E+000
    990  9.89000E-03  1.00000E-005  5.62500E-001  1.76236E-002  0.00000E+000 -7.62111E-007  0.00000E+000  1.00000E-002  0.00000E+000  2.03577E-001  0.00000E+000 -4.51601E-004  5.35518E-014  8.28966E-001  5.62500E-003  1.78786E-004  0.00000E+000 -3.51007E-008  8.20097E-001  9.99861E-002  1.00017E+000
   1000  9.99000E-03  1.00000E-005  5.62500E-001  1.78086E-002  0.00000E+000 -9.27969E-007  0.00000E+000  1.00000E-002  0.00000E+000  2.03267E-001  0.00000E+000 -4.34810E-004 -1.23082E-012  8.29011E-001  5.62500E-003  1.73766E-004  0.00000E+000  1.31385E-007  8.20048E-001  9.99844E-002  1.00020E+000
   1010  1.00900E-02  1.00000E-005  5.62500E-001  1.79926E-002  0.00000E+000 -1.04250E-006  0.00000E+000  9.99998E-003  0.00000E+000  2.01341E-001  0.00000E+000 -3.77996E-004 -4.98194E-011  8.29058E-001  5.62500E-003  1.69724E-004  0.00000E+000  2.52618E-007  8.19999E-001  9.99832E-002  1.00020E+000
   1020  1.01900E-02  1.00000E-005  5.62500E-001  1.81743E-002  0.00000E+000 -1.07282E-006  0.00000E+000  9.99994E-003  0.00000E+000  1.98257E-001  0.00000E+000 -2.96075E-004  4.99425E-011  8.29104E-001  5.62500E-003  1.68110E-004  0.00000E+000  2.94043E-007  8.19951E-001  9.99820E-002  1.00019E+000
   1030  1.02900E-02  1.00000E-005  5.62500E-001  1.83526E-002  0.00000E+000 -1.00746E-006  0.00000E+000  9.99991E-003  0.00000E+000  1.94757E-001  0.00000E+000 -2.18286E-004  1.57035E-009  8.29150E-001  5.62500E-003  1.69739E-004  0.00000E+000  2.41461E-007  8.19903E-001  9.99805E-002  1.00017E+000
   1040  1.03900E-02  1.00000E-005  5.62500E-001  1.85277E-002  0.00000E+000 -8.58870E-007  0.00000E+000  9.99993E-003  0.00000E+000  1.91679E-001  0.00000E+000 -1.72758E-004  6.00146E-009  8.29197E-001  5.62500E-003  1.74631E-004  0.00000E+000  1.04160E-007  8.19856E-001  9.99789E-002  1.00015E+000
   1050  1.04900E-02  1.00000E-005  5.62500E-001  1.87003E-002  0.00000E+000 -6.60563E-007  0.00000E+000  1.00000E-002  0.00000E+000  1.89757E-001  0.00000E+000 -1.85048E-004  1.42732E-008  8.29243E-001  5.62500E-003  1.82025E-004  0.00000E+000 -8.71221E-008  8.19808E-001  9.99774E-002  1.00015E+000
   1060  1.05900E-02  1.00000E-005  5.62500E-001  1.88718E-002  0.00000E+000 -4.58391E-007  0.00000E+000  1.00001E-002  0.00000E+000  1.89447E-001  0.00000E+000 -2.59357E-004  2.49663E-008  8.29289E-001  5.62500E-003  1.90597E-004  0.00000E+000 -2.88306E-007  8.19760E-001  9.99757E-002  1.00015E+000
   1070  1.06900E-02  1.00000E-005  5.62500E-001  1.90436E-002  0.00000E+000 -2.98989E-007  0.00000E+000  1.00002E-002  0.00000E+000  1.90831E-001  0.00000E+000 -3.81024E-004  3.41065E-008  8.29335E-001  5.62500E-003  1.98789E-004  0.00000E+000 -4.53139E-007  8.19711E-001  9.99748E-002  1.00015E+000
   1080  1.07900E-02  1.00000E-005  5.62500E-001  1.92172E-002  0.00000E+000 -2.18472E-007  0.00000E+000  1.00003E-002  0.00000E+000  1.93609E-001  0.00000E+000 -5.26358E-004  3.73837E-008  8.29381E-001  5.62500E-003  2.05180E-004  0.00000E+000 -5.44445E-007  8.19662E-001  9.99743E-002  1.00016E+000
   1090  1.08900E-02  1.00000E-005  5.62500E-001  1.93936E-002  0.00000E+000 -2.34050E-007  0.00000E+000  1.00003E-002  0.00000E+000  1.97183E-001  0.00000E+000 -6.66602E-004  2.91010E-008  8.29427E-001  5.62500E-003  2.08824E-004  0.00000E+000 -5.42823E-007  8.19611E-001  9.99736E-002  1.00015E+000
   1100  1.09900E-02  1.00000E-005  5.62500E-001  1.95729E-002  0.00000E+000 -3.40325E-007  0.00000E+000  1.00001E-002  0.00000E+000  2.00805E-001  0.00000E+000 -7.73587E-004  7.55323E-009  8.29472E-001  5.62500E-003  2.09449E-004  0.00000E+000 -4.50868E-007  8.19561E-001  9.99732E-002  1.00015E+000
   1110  1.10900E-02  1.00000E-005  5.62500E-001  1.97549E-002  0.00000E+000 -5.11400E-007  0.00000E+000  9.99997E-003  0.00000E+000  2.03761E-001  0.00000E+000 -8.29291E-004 -2.67532E-008  8.29518E-001  5.62500E-003  2.07497E-004  0.00000E+000 -2.91754E-007  8.19511E-001  9.99728E-002  1.00016E+000
   1120  1.11900E-02  1.00000E-005  5.62500E-001  1.99384E-002  0.00000E+000 -7.07548E-007  0.00000E+000  9.99977E-003  0.00000E+000  2.05533E-001  0.00000E+000 -8.29179E-004 -6.89019E-008  8.29564E-001  5.62500E-003  2.03999E-004  0.00000E+000 -1.03194E-007  8.19462E-001  9.99721E-002  1.00016E+000
   1130  1.12900E-02  1.00000E-005  5.62500E-001  2.01221E-002  0.00000E+000 -8.84660E-007  0.00000E+000  9.99959E-003  0.00000E+000  2.05916E-001  0.00000E+000 -7.81001E-004 -1.10833E-007  8.29610E-001  5.62500E-003  2.00302E-004  0.00000E+000  7.15637E-008  8.19413E-001  9.99714E-002  1.00016E+000
   1140  1.13900E-02  1.00000E-005  5.62500E-001  2.03046E-002  0.00000E+000 -1.00442E-006  0.00000E+000  9.99948E-003  0.00000E+000  2.05047E-001  0.00000E+000 -7.03388E-004 -1.42089E-007  8.29656E-001  5.62500E-003  1.97742E-004  0.00000E+000  1.93765E-007  8.19366E-001  9.99710E-002  1.00013E+000
   1150  1.14900E-02  1.00000E-005  5.62500E-001  2.04851E-002  0.00000E+000 -1.04317E-006  0.00000E+000  9.99943E-003  0.00000E+000  2.03364E-001  0.00000E+000 -6.19145E-004 -1.56127E-007  8.29701E-001  5.62500E-003  1.97327E-004  0.00000E+000  2.38166E-007  8.19319E-001  9.99703E-002  1.00013E+000
   1160  1.15900E-02  1.00000E-005  5.62500E-001  2.06629E-002  0.00000E+000 -9.97571E-007  0.00000E+000  9.99948E-003  0.00000E+000  2.01483E-001  0.00000E+000 -5.58594E-004 -1.40057E-007  8.29747E-001  5.62500E-003  1.99501E-004  0.00000E+000  1.99180E-007  8.19273E-001  9.99697E-002  1.00015E+000
   1170  1.16900E-02  1.00000E-005  5.62500E-001  2.08383E-002  0.00000E+000 -8.85616E-007  0.00000E+000  9.99964E-003  0.00000E+000  2.00044E-001  0.00000E+000 -5.44868E-004 -9.28812E-008  8.29792E-001  5.62500E-003  2.04062E-004  0.00000E+000  9.23987E-008  8.19227E-001  9.99695E-002  1.00015E+000
   1180  1.17900E-02  1.00000E-005  5.62500E-001  2.10122E-002  0.00000E+000 -7.41587E-007  0.00000E+000  9.99990E-003  0.00000E+000  1.99549E-001  0.00000E+000 -5.90467E-004 -1.63354E-008  8.29838E-001  5.62500E-003  2.10219E-004  0.00000E+000 -4.97934E-008  8.19180E-001  9.99701E-002  1.00015E+000
   1190  1.18900E-02  1.00000E-005  5.62500E-001  2.11856E-002  0.00000E+000 -6.07550E-007  0.00000E+000  1.00002E-002  0.00000E+000  2.00245E-001  0.00000E+000 -6.91866E-004  8.16590E-008  8.29883E-001  5.62500E-003  2.16803E-004  0.00000E+000 -1.86324E-007  8.19133E-001  9.99709E-002  1.00014E+000
   1200  1.19900E-02  1.00000E-005  5.62500E-001  2.13598E-002  0.00000E+000 -5.22853E-007  0.00000E+000  1.00005E-002  0.00000E+000  2.02063E-001  0.00000E+000 -8.30729E-004  1.89117E-007  8.29929E-001  5.62500E-003  2.22557E-004  0.00000E+000 -2.77667E-007  8.19085E-001  9.99705E-002  1.00013E+000
   1210  1.20900E-02  1.00000E-005  5.62500E-001  2.15360E-002  0.00000E+000 -5.14767E-007  0.00000E+000  1.00008E-002  0.00000E+000  2.04640E-001  0.00000E+000 -9.76608E-004  2.89886E-007  8.29975E-001  5.62500E-003  2.26430E-004  0.00000E+000 -2.95289E-007  8.19036E-001  9.99699E-002  1.00013E+000
   1220  1.21900E-02  1.00000E-005  5.62500E-001  2.17146E-002  0.00000E+000 -5.91933E-007  0.00000E+000  1.00009E-002  0.00000E+000  2.07409E-001  0.00000E+000 -1.09598E-003  3.66207E-007  8.30021E-001  5.62500E-003  2.27835E-004  0.00000E+000 -2.28481E-007  8.18987E-001  9.99693E-002  1.00013E+000
   1230  1.22900E-02  1.00000E-005  5.62500E-001  2.18956E-002  0.00000E+000 -7.41986E-007  0.00000E+000  1.00009E-002  0.00000E+000  2.09734E-001  0.00000E+000 -1.15534E-003  4.09641E-007  8.30067E-001  5.62500E-003  2.26772E-004  0.00000E+000 -8.72387E-008  8.18938E-001  9.99693E-002  1.00014E+000
   1240  1.23900E-02  1.00000E-005  5.62500E-001  2.20786E-002  0.00000E+000 -9.34311E-007  0.00000E+000  1.00007E-002  0.00000E+000  2.11060E-001  0.00000E+000 -1.13305E-003  4.01640E-007  8.30114E-001  5.62500E-003  2.23819E-004  0.00000E+000  9.98971E-008  8.18889E-001  9.99696E-002  1.00013E+000
   1250  1.24900E-02  1.00000E-005  5.62500E-001  2.22624E-002  0.00000E+000 -1.12755E-006  0.00000E+000  1.00004E-002  0.00000E+000  2.11045E-001  0.00000E+000 -1.02454E-003  3.38551E-007  8.30160E-001  5.62500E-003  2.19994E-004  0.00000E+000  2.92898E-007  8.18841E-001  9.99701E-002  1.00012E+000
   1260  1.25900E-02  1.00000E-005  5.62500E-001  2.24459E-002  0.00000E+000 -1.27925E-006  0.00000E+000  1.00001E-002  0.00000E+000  2.09636E-001  0.00000E+000 -8.42916E-004  2.25941E-007  8.30206E-001  5.62500E-003  2.16506E-004  0.00000E+000  4.49565E-007  8.18793E-001  9.99706E-002  1.00012E+000
   1270  1.26900E-02  1.00000E-005  5.62500E-001  2.26279E-002  0.00000E+000 -1.35581E-006  0.00000E+000  9.99967E-003  0.00000E+000  2.07078E-001  0.00000E+000 -6.16571E-004  7.81931E-008  8.30252E-001  5.62500E-003  2.14474E-004  0.00000E+000  5.35442E-007  8.18746E-001  9.99707E-002  1.00013E+000
   1280  1.27900E-02  1.00000E-005  5.62500E-001  2.28077E-002  0.00000E+000 -1.33985E-006  0.00000E+000  9.99933E-003  0.00000E+000  2.03856E-001  0.00000E+000 -3.82641E-004 -8.54354E-008  8.30298E-001  5.62500E-003  2.14674E-004  0.00000E+000  5.31395E-007  8.18699E-001  9.99706E-002  1.00013E+000
   1290  1.28900E-02  1.00000E-005  5.62500E-001  2.29850E-002  0.00000E+000 -1.23372E-006  0.00000E+000  9.99909E-003  0.00000E+000  2.00580E-001  0.00000E+000 -1.79060E-004 -2.41685E-007  8.30343E-001  5.62500E-003  2.17365E-004  0.00000E+000  4.37519E-007  8.18652E-001  9.99710E-002  1.00012E+000
   1300  1.29900E-02  1.00000E-005  5.62500E-001  2.31602E-002  0.00000E+000 -1.05840E-006  0.00000E+000  9.99900E-003  0.00000E+000  1.97851E-001  0.00000E+000 -3.80734E-005 -3.66429E-007  8.30388E-001  5.62500E-003  2.22250E-004  0.00000E+000  2.72569E-007  8.18605E-001  9.99715E-002  1.00012E+000
   1310  1.30900E-02  1.00000E-005  5.62500E-001  2.33339E-002  0.00000E+000 -8.48726E-007  0.00000E+000  9.99905E-003  0.00000E+000  1.96122E-001  0.00000E+000  1.78161E-005 -4.45790E-007  8.30433E-001  5.62500E-003  2.28554E-004  0.00000E+000  6.96642E-008  8.18558E-001  9.99716E-002  1.00012E+000
   1320  1.31900E-02  1.00000E-005  5.62500E-001  2.35072E-002  0.00000E+000 -6.45952E-007  0.00000E+000  9.99925E-003  0.00000E+000  1.95608E-001  0.00000E+000 -1.55947E-005 -4.69269E-007  8.30478E-001  5.62500E-003  2.35216E-004  0.00000E+000 -1.30782E-007  8.18510E-001  9.99719E-002  1.00011E+000
   1330  1.32900E-02  1.00000E-005  5.62500E-001  2.36813E-002  0.00000E+000 -4.88622E-007  0.00000E+000  9.99955E-003  0.00000E+000  1.96245E-001  0.00000E+000 -1.27132E-004 -4.28797E-007  8.30523E-001  5.62500E-003  2.41139E-004  0.00000E+000 -2.90074E-007  8.18462E-001  9.99724E-002  1.00011E+000
   1340  1.33900E-02  1.00000E-005  5.62500E-001  2.38570E-002  0.00000E+000 -4.04259E-007  0.00000E+000  9.99990E-003  0.00000E+000  1.97717E-001  0.00000E+000 -2.91847E-004 -3.34747E-007  8.30568E-001  5.62500E-003  2.45443E-004  0.00000E+000 -3.79582E-007  8.18412E-001  9.99728E-002  1.00012E+000
   1350  1.34900E-02  1.00000E-005  5.62500E-001  2.40348E-002  0.00000E+000 -4.03267E-007  0.00000E+000  1.00002E-002  0.00000E+000  1.99540E-001  0.00000E+000 -4.75157E-004 -1.99518E-007  8.30614E-001  5.62500E-003  2.47653E-004  0.00000E+000 -3.87169E-007  8.18362E-001  9.99729E-002  1.00012E+000
   1360  1.35900E-02  1.00000E-005  5.62500E-001  2.42146E-002  0.00000E+000 -4.76703E-007  0.00000E+000  1.00005E-002  0.00000E+000  2.01179E-001  0.00000E+000 -6.41434E-004 -4.20952E-008  8.30660E-001  5.62500E-003  2.47801E-004  0.00000E+000 -3.19829E-007  8.18312E-001  9.99732E-002  1.00011E+000
   1370  1.36900E-02  1.00000E-005  5.62500E-001  2.43960E-002  0.00000E+000 -5.99086E-007  0.00000E+000  1.00006E-002  0.00000E+000  2.02173E-001  0.00000E+000 -7.62624E-004  1.21815E-007  8.30707E-001  5.62500E-003  2.46391E-004  0.00000E+000 -2.01379E-007  8.18262E-001  9.99739E-002  1.00011E+000
   1380  1.37900E-02  1.00000E-005  5.62500E-001  2.45782E-002  0.00000E+000 -7.35123E-007  0.00000E+000  1.00007E-002  0.00000E+000  2.02244E-001  0.00000E+000 -8.23162E-004  2.75530E-007  8.30753E-001  5.62500E-003  2.44273E-004  0.00000E+000 -6.60516E-008  8.18212E-001  9.99747E-002  1.00011E+000
   1390  1.38900E-02  1.00000E-005  5.62500E-001  2.47600E-002  0.00000E+000 -8.48570E-007  0.00000E+000  1.00006E-002  0.00000E+000  2.01348E-001  0.00000E+000 -8.21368E-004  4.04867E-007  8.30800E-001  5.62500E-003  2.42430E-004  0.00000E+000  5.01057E-008  8.18163E-001  9.99754E-002  1.00010E+000
   1400  1.39900E-02  1.00000E-005  5.62500E-001  2.49407E-002  0.00000E+000 -9.11190E-007  0.00000E+000  1.00004E-002  0.00000E+000  1.99681E-001  0.00000E+000 -7.71503E-004  5.00164E-007  8.30847E-001  5.62500E-003  2.41751E-004  0.00000E+000  1.18141E-007  8.18115E-001  9.99755E-002  1.00010E+000
   1410  1.40900E-02  1.00000E-005  5.62500E-001  2.51196E-002  0.00000E+000 -9.09177E-007  0.00000E+000  1.00003E-002  0.00000E+000  1.97629E-001  0.00000E+000 -6.97037E-004  5.59790E-007  8.30893E-001  5.62500E-003  2.42826E-004  0.00000E+000  1.22872E-007  8.18066E-001  9.99755E-002  1.00010E+000
   1420  1.41900E-02  1.00000E-005  5.62500E-001  2.52966E-002  0.00000E+000 -8.45557E-007  0.00000E+000  1.00001E-002  0.00000E+000  1.95667E-001  0.00000E+000 -6.24172E-004  5.80707E-007  8.30939E-001  5.62500E-003  2.45823E-004  0.00000E+000  6.56131E-008  8.18018E-001  9.99758E-002  1.00010E+000
   1430  1.42900E-02  1.00000E-005  5.62500E-001  2.54720E-002  0.00000E+000 -7.38758E-007  0.00000E+000  9.99993E-003  0.00000E+000  1.94249E-001  0.00000E+000 -5.78147E-004  5.68395E-007  8.30985E-001  5.62500E-003  2.50464E-004  0.00000E+000 -3.68453E-008  8.17970E-001  9.99764E-002  1.00009E+000
   1440  1.43900E-02  1.00000E-005  5.62500E-001  2.56463E-002  0.00000E+000 -6.17441E-007  0.00000E+000  9.99985E-003  0.00000E+000  1.93709E-001  0.00000E+000 -5.72938E-004  5.30237E-007  8.31031E-001  5.62500E-003  2.56105E-004  0.00000E+000 -1.57033E-007  8.17922E-001  9.99772E-002  1.00010E+000
   1450  1.44900E-02  1.00000E-005  5.62500E-001  2.58205E-002  0.00000E+000 -5.12963E-007  0.00000E+000  9.99984E-003  0.00000E+000  1.94182E-001  0.00000E+000 -6.12548E-004  4.73713E-007  8.31076E-001  5.62500E-003  2.61896E-004  0.00000E+000 -2.64064E-007  8.17874E-001  9.99762E-002  1.00011E+000
   1460  1.45900E-02  1.00000E-005  5.62500E-001  2.59955E-002  0.00000E+000 -4.52082E-007  0.00000E+000  9.99989E-003  0.00000E+000  1.95587E-001  0.00000E+000 -6.91118E-004  4.09208E-007  8.31122E-001  5.62500E-003  2.66985E-004  0.00000E+000 -3.30858E-007  8.17825E-001  9.99752E-002  1.00010E+000
   1470  1.46900E-02  1.00000E-005  5.62500E-001  2.61717E-002  0.00000E+000 -4.50600E-007  0.00000E+000  9.99999E-003  0.00000E+000  1.97647E-001  0.00000E+000 -7.90995E-004  3.40585E-007  8.31167E-001  5.62500E-003  2.70709E-004  0.00000E+000 -3.40580E-007  8.17776E-001  9.99746E-002  1.00010E+000
   1480  1.47900E-02  1.00000E-005  5.62500E-001  2.63497E-002  0.00000E+000 -5.10027E-007  0.00000E+000  1.00001E-002  0.00000E+000  1.99966E-001  0.00000E+000 -8.90570E-004  2.70648E-007  8.31213E-001  5.62500E-003  2.72739E-004  0.00000E+000 -2.90250E-007  8.17727E-001  9.99739E-002  1.00010E+000
   1490  1.48900E-02  1.00000E-005  5.62500E-001  2.65293E-002  0.00000E+000 -6.17673E-007  0.00000E+000  1.00002E-002  0.00000E+000  2.02115E-001  0.00000E+000 -9.67702E-004  1.97050E-007  8.31259E-001  5.62500E-003  2.73141E-004  0.00000E+000 -1.90977E-007  8.17678E-001  9.99721E-002  1.00010E+000
   1500  1.49900E-02  1.00000E-005  5.62500E-001  2.67101E-002  0.00000E+000 -7.50183E-007  0.00000E+000  1.00002E-002  0.00000E+000  2.03737E-001  0.00000E+000 -1.00742E-003  1.16826E-007  8.31305E-001  5.62500E-003  2.72335E-004  0.00000E+000 -6.48059E-008  8.17629E-001  9.99705E-002  1.00010E+000
   1510  1.50900E-02  1.00000E-005  5.62500E-001  2.68915E-002  0.00000E+000 -8.79377E-007  0.00000E+000  1.00001E-002  0.00000E+000  2.04614E-001  0.00000E+000 -1.00194E-003  2.80178E-008  8.31351E-001  5.62500E-003  2.70990E-004  0.00000E+000  6.08611E-008  8.17580E-001  9.99696E-002  1.00010E+000
   1520  1.51900E-02  1.00000E-005  5.62500E-001  2.70726E-002  0.00000E+000 -9.78771E-007  0.00000E+000  1.00000E-002  0.00000E+000  2.04716E-001  0.00000E+000 -9.54733E-004 -6.95053E-008  8.31397E-001  5.62500E-003  2.69852E-004  0.00000E+000  1.59648E-007  8.17531E-001  9.99690E-002  1.00009E+000
   1530  1.52900E-02  1.00000E-005  5.62500E-001  2.72529E-002  0.00000E+000 -1.02957E-006  0.00000E+000  9.99991E-003  0.00000E+000  2.04187E-001  0.00000E+000 -8.78157E-004 -1.71609E-007  8.31443E-001  5.62500E-003  2.69564E-004  0.00000E+000  2.12190E-007  8.17483E-001  9.99680E-002  1.00009E+000
   1540  1.53900E-02  1.00000E-005  5.62500E-001  2.74319E-002  0.00000E+000 -1.02450E-006  0.00000E+000  9.99977E-003  0.00000E+000  2.03303E-001  0.00000E+000 -7.90099E-004 -2.70402E-007  8.31490E-001  5.62500E-003  2.70527E-004  0.00000E+000  2.10145E-007  8.17436E-001  9.99674E-002  1.00009E+000
   1550  1.54900E-02  1.00000E-005  5.62500E-001  2.76096E-002  0.00000E+000 -9.68984E-007  0.00000E+000  9.99966E-003  0.00000E+000  2.02399E-001  0.00000E+000 -7.10191E-004 -3.55800E-007  8.31536E-001  5.62500E-003  2.72812E-004  0.00000E+000  1.57705E-007  8.17388E-001  9.99673E-002  1.00009E+000
   1560  1.55900E-02  1.00000E-005  5.62500E-001  2.77863E-002  0.00000E+000 -8.79618E-007  0.00000E+000  9.99960E-003  0.00000E+000  2.01778E-001  0.00000E+000 -6.55250E-004 -4.17507E-007  8.31582E-001  5.62500E-003  2.76163E-004  0.00000E+000  7.03531E-008  8.17340E-001  9.99673E-002  1.00009E+000
