sharp data of vector magnetograms (2014.11.25_07:48:00 with HARPNUM=4851, CAR_ROT=2157);  B_r, positive up; B_theta, positive southward; B_phi, positive westward 
0 0.0 2 0 3
55 30
Longitude Latitude Br Bt Bp
145.57 -23.58 -12.85 -2.21 9.50
146.24 -23.58 -9.16 -0.30 5.37
146.92 -23.58 -5.80 -0.03 2.41
147.59 -23.58 -4.78 -2.21 2.02
148.26 -23.58 -2.77 -2.51 1.08
148.94 -23.58 -0.95 -0.80 0.84
149.61 -23.58 -2.82 -2.06 2.44
150.28 -23.58 -5.44 -3.99 3.79
150.96 -23.58 -4.85 -4.03 2.61
151.63 -23.58 -2.11 -3.91 -0.45
152.30 -23.58 -1.18 -3.65 -1.07
152.98 -23.58 -1.64 -2.11 0.97
153.65 -23.58 -5.09 -3.24 5.12
154.32 -23.58 -8.01 -4.25 7.65
155.00 -23.58 -10.99 -3.91 8.27
155.67 -23.58 -17.69 -8.09 10.62
156.34 -23.58 -23.09 -14.64 13.74
157.02 -23.58 -21.32 -14.70 13.83
157.69 -23.58 -6.75 -4.88 6.30
158.36 -23.58 5.96 3.84 -1.17
159.04 -23.58 4.92 1.97 -2.15
159.71 -23.58 2.68 -0.36 -2.12
160.38 -23.58 4.07 1.43 -2.24
161.06 -23.58 0.31 -1.52 0.96
161.73 -23.58 -5.01 -6.90 3.91
162.40 -23.58 -3.05 -5.14 1.78
163.08 -23.58 7.88 6.12 -3.55
163.75 -23.58 14.88 12.50 -5.62
164.42 -23.58 8.75 6.96 -2.51
165.10 -23.58 2.06 1.45 0.57
165.77 -23.58 3.23 2.64 0.62
166.44 -23.58 9.95 9.05 -1.49
167.12 -23.58 14.12 13.29 -3.62
167.79 -23.58 13.62 13.49 -4.65
168.46 -23.58 14.16 13.55 -3.69
169.14 -23.58 15.21 13.34 -2.24
169.81 -23.58 13.87 12.38 -2.93
170.48 -23.58 14.80 14.87 -4.24
171.16 -23.58 12.39 11.78 -2.94
171.83 -23.58 4.92 3.32 -1.10
172.50 -23.58 1.51 0.52 -1.62
173.18 -23.58 8.04 7.66 -5.06
173.85 -23.58 21.86 18.98 -7.70
174.52 -23.58 30.88 24.92 -5.59
175.20 -23.58 23.80 19.28 0.07
175.87 -23.58 10.20 9.21 2.87
176.54 -23.58 3.95 5.38 2.42
177.22 -23.58 3.42 5.82 0.76
177.89 -23.58 0.40 1.49 0.03
178.56 -23.58 -5.72 -6.11 0.52
179.24 -23.58 -7.41 -7.71 1.52
179.91 -23.58 -4.12 -5.06 2.13
180.58 -23.58 -5.00 -7.54 1.45
181.26 -23.58 -6.16 -8.59 0.53
181.93 -23.58 -4.57 -5.67 -0.51
145.57 -22.88 -25.18 -4.60 17.37
146.24 -22.88 -22.88 -4.52 14.90
146.92 -22.88 -17.86 -5.08 11.99
147.59 -22.88 -12.46 -5.84 8.94
148.26 -22.88 -6.02 -3.08 4.94
148.94 -22.88 -1.45 0.78 2.61
149.61 -22.88 -1.73 0.15 2.50
150.28 -22.88 -3.77 -1.89 2.74
150.96 -22.88 -4.88 -2.87 2.67
151.63 -22.88 -5.51 -4.70 2.60
152.30 -22.88 -4.86 -5.19 2.22
152.98 -22.88 -3.74 -3.28 2.55
153.65 -22.88 -4.98 -2.76 4.53
