Model for transition region: [K] [1/m3] [N/m] [m/s] [W/m] [1]
      0  0.0000000000E+00  2  0  5
     500       2
logTe logNe LPe UHeat FluxXLength dFluxXLegthOverDU dLogLambdaOverDLogT
  5.9078156313E+00  1.8000000000E+01  3.5737004360E+04  4.3146455240E+04  1.5419250590E+09  1.2505467110E+00  2.7001486743E-01
  5.9158316633E+00  1.8000000000E+01  3.7662148938E+04  4.3716836472E+04  1.6464700063E+09  1.2523880919E+00  2.6485768599E-01
  5.9238476954E+00  1.8000000000E+01  3.9688886844E+04  4.4298390877E+04  1.7581538229E+09  1.2541721265E+00  2.5453724452E-01
  5.9318637275E+00  1.8000000000E+01  4.1822408906E+04  4.4891176542E+04  1.8774571416E+09  1.2558731288E+00  2.3875591702E-01
  5.9398797595E+00  1.8000000000E+01  4.4068172764E+04  4.5495188528E+04  2.0048898280E+09  1.2574636019E+00  2.1711888312E-01
  5.9478957916E+00  1.8000000000E+01  4.6431920452E+04  4.6110350747E+04  2.1409921379E+09  1.2589142949E+00  1.8930435138E-01
  5.9559118236E+00  1.8000000000E+01  4.8919697825E+04  4.6736508492E+04  2.2863358729E+09  1.2601999061E+00  1.5715816670E-01
  5.9639278557E+00  1.8000000000E+01  5.1537875293E+04  4.7373446548E+04  2.4415267804E+09  1.2613062946E+00  1.2336729925E-01
  5.9719438878E+00  1.8000000000E+01  5.4293168874E+04  4.8020918487E+04  2.6072078369E+09  1.2622266588E+00  8.8252571749E-02
  5.9799599198E+00  1.8000000000E+01  5.7192661853E+04  4.8678649782E+04  2.7840615565E+09  1.2629532417E+00  5.0945624196E-02
  5.9879759519E+00  1.8000000000E+01  6.0243828188E+04  4.9346326924E+04  2.9728116410E+09  1.2634744192E+00  1.0485860745E-02
  5.9959919840E+00  1.8000000000E+01  6.3454558333E+04  5.0023584843E+04  3.1742244825E+09  1.2637747123E+00 -3.4029312226E-02
  6.0040080160E+00  1.8000000000E+01  6.6833187812E+04  5.0709994625E+04  3.3891105947E+09  1.2638435550E+00 -8.0127161400E-02
  6.0120240481E+00  1.8000000000E+01  7.0388527351E+04  5.1405094432E+04  3.6183288954E+09  1.2636911947E+00 -1.2210154638E-01
  6.0200400802E+00  1.8000000000E+01  7.4129891477E+04  5.2108463346E+04  3.8627947329E+09  1.2633477433E+00 -1.5743696975E-01
  6.0280561122E+00  1.8000000000E+01  7.8067124801E+04  5.2819756340E+04  4.1234865102E+09  1.2628471498E+00 -1.8688336873E-01
  6.0360721443E+00  1.8000000000E+01  8.2210628292E+04  5.3538697763E+04  4.4014499811E+09  1.2622194031E+00 -2.1120050682E-01
  6.0440881764E+00  1.8000000000E+01  8.6571387023E+04  5.4265073921E+04  4.6978027163E+09  1.2614907743E+00 -2.3100674188E-01
  6.0521042084E+00  1.8000000000E+01  9.1160999471E+04  5.4998726913E+04  5.0137389151E+09  1.2606839061E+00 -2.4700015645E-01
  6.0601202405E+00  1.8000000000E+01  9.5991708553E+04  5.5739546868E+04  5.3505343378E+09  1.2598172624E+00 -2.6003170462E-01
  6.0681362725E+00  1.8000000000E+01  1.0107643471E+05  5.6487461656E+04  5.7095512302E+09  1.2589052942E+00 -2.7076844672E-01
  6.0761523046E+00  1.8000000000E+01  1.0642881130E+05  5.7242428718E+04  6.0922436443E+09  1.2579597632E+00 -2.7954007231E-01
  6.0841683367E+00  1.8000000000E+01  1.1206322214E+05  5.8004431253E+04  6.5001634648E+09  1.2569909009E+00 -2.8653574560E-01
  6.0921843687E+00  1.8000000000E+01  1.1799484124E+05  5.8773476196E+04  6.9349669929E+09  1.2560076757E+00 -2.9197662688E-01
  6.1002004008E+00  1.8000000000E+01  1.2423967459E+05  5.9549591650E+04  7.3984218882E+09  1.2550170042E+00 -2.9639170452E-01
  6.1082164329E+00  1.8000000000E+01  1.3081460458E+05  6.0332819753E+04  7.8924139591E+09  1.2540194104E+00 -3.0184765243E-01
  6.1162324649E+00  1.8000000000E+01  1.3773743883E+05  6.1123186865E+04  8.4189512122E+09  1.2530058508E+00 -3.1040276095E-01
  6.1242484970E+00  1.8000000000E+01  1.4502696527E+05  6.1920673305E+04  8.9801673370E+09  1.2519616770E+00 -3.2260305266E-01
  6.1322645291E+00  1.8000000000E+01  1.5270301325E+05  6.2725204286E+04  9.5783277014E+09  1.2508706915E+00 -3.3877543792E-01
  6.1402805611E+00  1.8000000000E+01  1.6078652001E+05  6.3536643852E+04  1.0215835858E+10  1.2497155298E+00 -3.5932651182E-01
  6.1482965932E+00  1.8000000000E+01  1.6929960288E+05  6.4354787541E+04  1.0895239974E+10  1.2484775409E+00 -3.8468096345E-01
  6.1563126253E+00  1.8000000000E+01  1.7826563799E+05  6.5179354756E+04  1.1619239259E+10  1.2471393573E+00 -4.1420320653E-01
  6.1643286573E+00  1.8000000000E+01  1.8770934496E+05  6.6009997468E+04  1.2390693386E+10  1.2456876804E+00 -4.4705660037E-01
  6.1723446894E+00  1.8000000000E+01  1.9765687666E+05  6.6846312196E+04  1.3212633285E+10  1.2441108176E+00 -4.8361893812E-01
  6.1803607214E+00  1.8000000000E+01  2.0813591535E+05  6.7687833849E+04  1.4088269256E+10  1.2423949631E+00 -5.2477033563E-01
  6.1883767535E+00  1.8000000000E+01  2.1917577780E+05  6.8534021972E+04  1.5020997571E+10  1.2405228040E+00 -5.7162629720E-01
  6.1963927856E+00  1.8000000000E+01  2.3080753126E+05  6.9384243481E+04  1.6014405946E+10  1.2384734486E+00 -6.2525637457E-01
  6.2044088176E+00  1.8000000000E+01  2.4306412191E+05  7.0237756480E+04  1.7072278604E+10  1.2362264467E+00 -6.8514692678E-01
  6.2124248497E+00  1.8000000000E+01  2.5598051484E+05  7.1093719698E+04  1.8198606970E+10  1.2337683212E+00 -7.4939455598E-01
  6.2204408818E+00  1.8000000000E+01  2.6959384214E+05  7.1951224443E+04  1.9397607044E+10  1.2310909741E+00 -8.1802789616E-01
  6.2284569138E+00  1.8000000000E+01  2.8394356016E+05  7.2809296615E+04  2.0673730894E+10  1.2281839181E+00 -8.9280596847E-01
  6.2364729459E+00  1.8000000000E+01  2.9907162206E+05  7.3666872405E+04  2.2031671022E+10  1.2250310909E+00 -9.7555767340E-01
  6.2444889780E+00  1.8000000000E+01  3.1502267017E+05  7.4522774082E+04  2.3476363279E+10  1.2216106753E+00 -1.0684944313E+00
  6.2525050100E+00  1.8000000000E+01  3.3184425138E+05  7.5375681651E+04  2.5012986650E+10  1.2179016042E+00 -1.1707491986E+00
  6.2605210421E+00  1.8000000000E+01  3.4958705324E+05  7.6224155357E+04  2.6646977857E+10  1.2138993075E+00 -1.2767513866E+00
  6.2685370741E+00  1.8000000000E+01  3.6830514765E+05  7.7066732116E+04  2.8384074151E+10  1.2096177638E+00 -1.3837437126E+00
  6.2765531062E+00  1.8000000000E+01  3.8805623752E+05  7.7901975901E+04  3.0230347664E+10  1.2050730759E+00 -1.4939414075E+00
  6.2845691383E+00  1.8000000000E+01  4.0890192016E+05  7.8728450812E+04  3.2192214708E+10  1.2002732459E+00 -1.6101933517E+00
  6.2925851703E+00  1.8000000000E+01  4.3090797986E+05  7.9544686856E+04  3.4276440322E+10  1.1952180639E+00 -1.7354340466E+00
  6.3006012024E+00  1.8000000000E+01  4.5414471464E+05  8.0349148147E+04  3.6490140957E+10  1.1899067830E+00 -1.8689820914E+00
  6.3086172345E+00  1.8000000000E+01  4.7868729265E+05  8.1140258238E+04  3.8840810541E+10  1.1843673571E+00 -1.9968554754E+00
  6.3166332665E+00  1.8000000000E+01  5.0461610192E+05  8.1916614810E+04  4.1336442848E+10  1.1786710280E+00 -2.1066388939E+00
  6.3246492986E+00  1.8000000000E+01  5.3201706210E+05  8.2677162318E+04  4.3985660999E+10  1.1729018578E+00 -2.1987300961E+00
  6.3326653307E+00  1.8000000000E+01  5.6098192427E+05  8.3421166912E+04  4.6797766739E+10  1.1671312296E+00 -2.2752544415E+00
  6.3406813627E+00  1.8000000000E+01  5.9160859132E+05  8.4148165995E+04  4.9782777946E+10  1.1614158527E+00 -2.3384301632E+00
  6.3486973948E+00  1.8000000000E+01  6.2400146544E+05  8.4857918527E+04  5.2951465514E+10  1.1558005253E+00 -2.3894078291E+00
  6.3567134269E+00  1.8000000000E+01  6.5827182305E+05  8.5550371885E+04  5.6315399263E+10  1.1503232866E+00 -2.4275302118E+00
  6.3647294589E+00  1.8000000000E+01  6.9453821208E+05  8.6225653088E+04  5.9887010931E+10  1.1450191377E+00 -2.4515099051E+00
  6.3727454910E+00  1.8000000000E+01  7.3292686607E+05  8.6884067010E+04  6.3679666945E+10  1.1399195615E+00 -2.4610360228E+00
  6.3807615230E+00  1.8000000000E+01  7.7357213645E+05  8.7526081897E+04  6.7707738168E+10  1.1350506897E+00 -2.4564477011E+00
  6.3887775551E+00  1.8000000000E+01  8.1661694755E+05  8.8152308022E+04  7.1986668696E+10  1.1304337787E+00 -2.4375589765E+00
  6.3967935872E+00  1.8000000000E+01  8.6221327528E+05  8.8763484333E+04  7.6533054552E+10  1.1260862866E+00 -2.4043424299E+00
  6.4048096192E+00  1.8000000000E+01  9.1052264892E+05  8.9360464927E+04  8.1364727234E+10  1.1220187819E+00 -2.3598917529E+00
  6.4128256513E+00  1.8000000000E+01  9.6171668618E+05  8.9944174126E+04  8.6500813082E+10  1.1182297992E+00 -2.3100350503E+00
  6.4208416834E+00  1.8000000000E+01  1.0159776820E+06  9.0515538298E+04  9.1961766789E+10  1.1147090691E+00 -2.2567623460E+00
  6.4288577154E+00  1.8000000000E+01  1.0734992533E+06  9.1075464968E+04  9.7769443639E+10  1.1114465253E+00 -2.1984986482E+00
  6.4368737475E+00  1.8000000000E+01  1.1344870197E+06  9.1624860844E+04  1.0394721531E+11  1.1084355170E+00 -2.1340523681E+00
  6.4448897796E+00  1.8000000000E+01  1.1991593121E+06  9.2164644627E+04  1.1052009185E+11  1.1056727232E+00 -2.0615985700E+00
  6.4529058116E+00  1.8000000000E+01  1.2677479060E+06  9.2695765337E+04  1.1751486240E+11  1.1031558963E+00 -1.9820005632E+00
  6.4609218437E+00  1.8000000000E+01  1.3404987865E+06  9.3219194139E+04  1.2496021662E+11  1.1008778682E+00 -1.8999712448E+00
  6.4689378758E+00  1.8000000000E+01  1.4176729701E+06  9.3735880858E+04  1.3288682462E+11  1.0988264380E+00 -1.8174020544E+00
  6.4769539078E+00  1.8000000000E+01  1.4995473926E+06  9.4246740477E+04  1.4132745395E+11  1.0969907532E+00 -1.7325247461E+00
  6.4849699399E+00  1.8000000000E+01  1.5864158438E+06  9.4752674802E+04  1.5031714455E+11  1.0953647772E+00 -1.6430943531E+00
  6.4929859719E+00  1.8000000000E+01  1.6785899301E+06  9.5254597510E+04  1.5989340818E+11  1.0939472426E+00 -1.5469623203E+00
  6.5010020040E+00  1.8000000000E+01  1.7764000622E+06  9.5753457600E+04  1.7009644804E+11  1.0927396237E+00 -1.4439267984E+00
  6.5090180361E+00  1.8000000000E+01  1.8801964698E+06  9.6250244968E+04  1.8096937081E+11  1.0917388653E+00 -1.3403683426E+00
  6.5170340681E+00  1.8000000000E+01  1.9903502855E+06  9.6745936660E+04  1.9255830265E+11  1.0909334176E+00 -1.2415456015E+00
  6.5250501002E+00  1.8000000000E+01  2.1072547339E+06  9.7241454798E+04  2.0491251595E+11  1.0903103057E+00 -1.1459232575E+00
  6.5330661323E+00  1.8000000000E+01  2.2313263985E+06  9.7737686419E+04  2.1808467984E+11  1.0898612195E+00 -1.0510850047E+00
  6.5410821643E+00  1.8000000000E+01  2.3630065307E+06  9.8235510622E+04  2.3213115314E+11  1.0895829936E+00 -9.5455947083E-01
  6.5490981964E+00  1.8000000000E+01  2.5027623865E+06  9.8735826053E+04  2.4711231164E+11  1.0894765598E+00 -8.5497365618E-01
  6.5571142285E+00  1.8000000000E+01  2.6510885926E+06  9.9239568652E+04  2.6309288838E+11  1.0895412450E+00 -7.5661881608E-01
  6.5651302605E+00  1.8000000000E+01  2.8085085793E+06  9.9747676906E+04  2.8014220636E+11  1.0897693964E+00 -6.6487154458E-01
  6.5731462926E+00  1.8000000000E+01  2.9755761397E+06  1.0026104596E+05  2.9833437611E+11  1.0901501966E+00 -5.7948728762E-01
  6.5811623246E+00  1.8000000000E+01  3.1528771012E+06  1.0078053264E+05  3.1774863362E+11  1.0906756475E+00 -4.9819541608E-01
  6.5891783567E+00  1.8000000000E+01  3.3410310616E+06  1.0130697919E+05  3.3846976422E+11  1.0913418742E+00 -4.1895548631E-01
  6.5971943888E+00  1.8000000000E+01  3.5406931694E+06  1.0184123540E+05  3.6058856654E+11  1.0921487164E+00 -3.3998336472E-01
  6.6052104208E+00  1.8000000000E+01  3.7525559415E+06  1.0238417927E+05  3.8420236024E+11  1.0930963942E+00 -2.6308855201E-01
  6.6132264529E+00  1.8000000000E+01  3.9773511500E+06  1.0293670198E+05  4.0941541000E+11  1.0941805547E+00 -1.9227727366E-01
  6.6212424850E+00  1.8000000000E+01  4.2158518427E+06  1.0349966910E+05  4.3633927070E+11  1.0953932355E+00 -1.2814697219E-01
  6.6292585170E+00  1.8000000000E+01  4.4688745118E+06  1.0407391392E+05  4.6509326126E+11  1.0967274174E+00 -6.9101395743E-02
  6.6372745491E+00  1.8000000000E+01  4.7372813589E+06  1.0466025290E+05  4.9580506507E+11  1.0981787656E+00 -1.3611004176E-02
  6.6452905812E+00  1.8000000000E+01  5.0219826314E+06  1.0525950134E+05  5.2861138753E+11  1.0997455246E+00  3.9706376980E-02
  6.6533066132E+00  1.8000000000E+01  5.3239390236E+06  1.0587248869E+05  5.6365867406E+11  1.1014269186E+00  9.0594005575E-02
  6.6613226453E+00  1.8000000000E+01  5.6441641580E+06  1.0650005602E+05  6.0110379903E+11  1.1032197649E+00  1.3682354239E-01
  6.6693386774E+00  1.8000000000E+01  5.9837272143E+06  1.0714302987E+05  6.4111466364E+11  1.1051177651E+00  1.7747856537E-01
  6.6773547094E+00  1.8000000000E+01  6.3437557367E+06  1.0780220893E+05  6.8387088131E+11  1.1071142709E+00  2.1346440317E-01
  6.6853707415E+00  1.8000000000E+01  6.7254385883E+06  1.0847837136E+05  7.2956462476E+11  1.1092039784E+00  2.4573894835E-01
  6.6933867735E+00  1.8000000000E+01  7.1300290225E+06  1.0917228347E+05  7.7840154961E+11  1.1113829030E+00  2.7509920467E-01
  6.7014028056E+00  1.8000000000E+01  7.5588478693E+06  1.0988470728E+05  8.3060178546E+11  1.1136478716E+00  3.0192307377E-01
  6.7094188377E+00  1.8000000000E+01  8.0132868471E+06  1.1061640337E+05  8.8640097019E+11  1.1159950860E+00  3.2561576451E-01
  6.7174348697E+00  1.8000000000E+01  8.4948120402E+06  1.1136812057E+05  9.4605125150E+11  1.1184192049E+00  3.4570020381E-01
  6.7254509018E+00  1.8000000000E+01  9.0049675807E+06  1.1214058623E+05  1.0098223435E+12  1.1209143378E+00  3.6257337189E-01
  6.7334669339E+00  1.8000000000E+01  9.5453795277E+06  1.1293450798E+05  1.0780027404E+12  1.1234749615E+00  3.7665848273E-01
  6.7414829659E+00  1.8000000000E+01  1.0117759931E+07  1.1375057614E+05  1.1509010213E+12  1.1260959685E+00  3.8834677344E-01
  6.7494989980E+00  1.8000000000E+01  1.0723911080E+07  1.1458946628E+05  1.2288472470E+12  1.1287724844E+00  3.9785890878E-01
  6.7575150301E+00  1.8000000000E+01  1.1365729961E+07  1.1545183944E+05  1.3121944306E+12  1.1314994027E+00  4.0516101714E-01
  6.7655310621E+00  1.8000000000E+01  1.2045212941E+07  1.1633833854E+05  1.4013200608E+12  1.1342710236E+00  4.1016299573E-01
  6.7735470942E+00  1.8000000000E+01  1.2764460711E+07  1.1724958350E+05  1.4966277019E+12  1.1370811032E+00  4.1288105232E-01
  6.7815631263E+00  1.8000000000E+01  1.3525683517E+07  1.1818616794E+05  1.5985487037E+12  1.1399231106E+00  4.1343929184E-01
  6.7895791583E+00  1.8000000000E+01  1.4331206678E+07  1.1914865752E+05  1.7075440363E+12  1.1427901568E+00  4.1180448780E-01
  6.7975951904E+00  1.8000000000E+01  1.5183476423E+07  1.2013758551E+05  1.8241061970E+12  1.1456748326E+00  4.0796011494E-01
  6.8056112224E+00  1.8000000000E+01  1.6085066091E+07  1.2115344849E+05  1.9487612262E+12  1.1485692715E+00  4.0191970556E-01
  6.8136272545E+00  1.8000000000E+01  1.7038682704E+07  1.2219670246E+05  2.0820708407E+12  1.1514651586E+00  3.9366972137E-01
  6.8216432866E+00  1.8000000000E+01  1.8047173953E+07  1.2326775828E+05  2.2246346766E+12  1.1543535530E+00  3.8309202112E-01
  6.8296593186E+00  1.8000000000E+01  1.9113535657E+07  1.2436697487E+05  2.3770926088E+12  1.1572244538E+00  3.6987322723E-01
  6.8376753507E+00  1.8000000000E+01  2.0240919746E+07  1.2549464799E+05  2.5401270985E+12  1.1600665288E+00  3.5371535484E-01
  6.8456913828E+00  1.8000000000E+01  2.1432642856E+07  1.2665099861E+05  2.7144656206E+12  1.1628669066E+00  3.3419699259E-01
  6.8537074148E+00  1.8000000000E+01  2.2692195628E+07  1.2783615778E+05  2.9008831006E+12  1.1656122840E+00  3.1172190060E-01
  6.8617234469E+00  1.8000000000E+01  2.4023252694E+07  1.2905016926E+05  3.1002048265E+12  1.1682916042E+00  2.8757230509E-01
  6.8697394790E+00  1.8000000000E+01  2.5429683221E+07  1.3029301308E+05  3.3133100486E+12  1.1708960603E+00  2.6210111538E-01
  6.8777555110E+00  1.8000000000E+01  2.6915562010E+07  1.3156461014E+05  3.5411354227E+12  1.1734163388E+00  2.3471175550E-01
  6.8857715431E+00  1.8000000000E+01  2.8485181402E+07  1.3286480561E+05  3.7846780899E+12  1.1758410049E+00  2.0469407059E-01
  6.8937875752E+00  1.8000000000E+01  3.0143064215E+07  1.3419334816E+05  4.0449987108E+12  1.1781561956E+00  1.7130031910E-01
  6.9018036072E+00  1.8000000000E+01  3.1893977870E+07  1.3554986689E+05  4.3232244549E+12  1.1803467540E+00  1.3450177646E-01
  6.9098196393E+00  1.8000000000E+01  3.3742949755E+07  1.3693386548E+05  4.6205525428E+12  1.1824003175E+00  9.5938324647E-02
  6.9178356713E+00  1.8000000000E+01  3.5695283521E+07  1.3834475998E+05  4.9382554310E+12  1.1843090584E+00  5.6609207592E-02
  6.9258517034E+00  1.8000000000E+01  3.7756576118E+07  1.3978190283E+05  5.2776860542E+12  1.1860656773E+00  1.5706341070E-02
  6.9338677355E+00  1.8000000000E+01  3.9932736025E+07  1.4124456135E+05  5.6402817833E+12  1.1876600807E+00 -2.7823340643E-02
  6.9418837675E+00  1.8000000000E+01  4.2230003162E+07  1.4273188813E+05  6.0275680869E+12  1.1890788119E+00 -7.5099230205E-02
  6.9498997996E+00  1.8000000000E+01  4.4654970807E+07  1.4424288804E+05  6.4411619548E+12  1.1903059745E+00 -1.2666758321E-01
  6.9579158317E+00  1.8000000000E+01  4.7214609656E+07  1.4577640024E+05  6.8827758343E+12  1.1913290988E+00 -1.8042113620E-01
  6.9659318637E+00  1.8000000000E+01  4.9916293431E+07  1.4733115631E+05  7.3542252298E+12  1.1921437328E+00 -2.3425152386E-01
  6.9739478958E+00  1.8000000000E+01  5.2767825357E+07  1.4890584148E+05  7.8574374378E+12  1.1927485052E+00 -2.8881500578E-01
  6.9819639279E+00  1.8000000000E+01  5.5777466125E+07  1.5049907899E+05  8.3944572803E+12  1.1931391341E+00 -3.4551175910E-01
  6.9899799599E+00  1.8000000000E+01  5.8953964406E+07  1.5210939203E+05  8.9674516834E+12  1.1933070062E+00 -4.0583960951E-01
  6.9979959920E+00  1.8000000000E+01  6.2306590505E+07  1.5373516138E+05  9.5787137464E+12  1.1932396905E+00 -4.7097493010E-01
  7.0060120240E+00  1.8000000000E+01  6.5845173516E+07  1.5537459220E+05  1.0230666983E+13  1.1929266725E+00 -5.3935114637E-01
  7.0140280561E+00  1.8000000000E+01  6.9580141302E+07  1.5702576460E+05  1.0925874889E+13  1.1923659966E+00 -6.0834373935E-01
  7.0220440882E+00  1.8000000000E+01  7.3522562049E+07  1.5868671805E+05  1.1667054074E+13  1.1915607746E+00 -6.7816037436E-01
  7.0300601202E+00  1.8000000000E+01  7.7684187940E+07  1.6035545111E+05  1.2457083001E+13  1.1905113447E+00 -7.5066362913E-01
  7.0380761523E+00  1.8000000000E+01  8.2077502762E+07  1.6202987087E+05  1.3299007174E+13  1.1892127819E+00 -8.2764314478E-01
  7.0460921844E+00  1.8000000000E+01  8.6715774552E+07  1.6370774487E+05  1.4196043896E+13  1.1876553181E+00 -9.1090073983E-01
  7.0541082164E+00  1.8000000000E+01  9.1613113936E+07  1.6538665369E+05  1.5151586348E+13  1.1858319658E+00 -9.9811628421E-01
  7.0621242485E+00  1.8000000000E+01  9.6784536846E+07  1.6706407364E+05  1.6169218991E+13  1.1837522147E+00 -1.0829345456E+00
  7.0701402806E+00  1.8000000000E+01  1.0224602781E+08  1.6873758322E+05  1.7252747626E+13  1.1814403210E+00 -1.1632105524E+00
  7.0781563126E+00  1.8000000000E+01  1.0801460328E+08  1.7040493613E+05  1.8406221572E+13  1.1789207549E+00 -1.2407987866E+00
  7.0861723447E+00  1.8000000000E+01  1.1410837863E+08  1.7206400955E+05  1.9633945150E+13  1.1762113003E+00 -1.3178072300E+00
  7.0941883768E+00  1.8000000000E+01  1.2054664152E+08  1.7371274491E+05  2.0940487988E+13  1.1733234769E+00 -1.3960737111E+00
  7.1022044088E+00  1.8000000000E+01  1.2734993226E+08  1.7534909844E+05  2.2330695809E+13  1.1702681722E+00 -1.4744494564E+00
  7.1102204409E+00  1.8000000000E+01  1.3454013011E+08  1.7697108308E+05  2.3809712544E+13  1.1670687472E+00 -1.5462335330E+00
  7.1182364729E+00  1.8000000000E+01  1.4214054050E+08  1.7857697183E+05  2.5383027297E+13  1.1637644703E+00 -1.6068613915E+00
  7.1262525050E+00  1.8000000000E+01  1.5017598039E+08  1.8016542592E+05  2.7056519470E+13  1.1603971426E+00 -1.6573333549E+00
  7.1342685371E+00  1.8000000000E+01  1.5867286566E+08  1.8173545182E+05  2.8836484932E+13  1.1570022427E+00 -1.6988944876E+00
  7.1422845691E+00  1.8000000000E+01  1.6765930440E+08  1.8328635104E+05  3.0729662121E+13  1.1536089391E+00 -1.7327700685E+00
  7.1503006012E+00  1.8000000000E+01  1.7716519678E+08  1.8481767186E+05  3.2743259204E+13  1.1502417364E+00 -1.7593299532E+00
  7.1583166333E+00  1.8000000000E+01  1.8722234139E+08  1.8632918659E+05  3.4884986582E+13  1.1469236645E+00 -1.7776659447E+00
  7.1663326653E+00  1.8000000000E+01  1.9786454690E+08  1.8782090442E+05  3.7163098151E+13  1.1436779255E+00 -1.7868673491E+00
  7.1743486974E+00  1.8000000000E+01  2.0912774828E+08  1.8929308270E+05  3.9586436150E+13  1.1405268848E+00 -1.7866779691E+00
  7.1823647295E+00  1.8000000000E+01  2.2105012788E+08  1.9074621937E+05  4.2164476186E+13  1.1374906498E+00 -1.7773198032E+00
  7.1903807615E+00  1.8000000000E+01  2.3367224243E+08  1.9218103320E+05  4.4907372980E+13  1.1345874817E+00 -1.7583864994E+00
  7.1983967936E+00  1.8000000000E+01  2.4703715588E+08  1.9359846191E+05  4.7826013412E+13  1.1318343116E+00 -1.7298192009E+00
  7.2064128257E+00  1.8000000000E+01  2.6119057795E+08  1.9499965232E+05  5.0932071889E+13  1.1292426383E+00 -1.6947880222E+00
  7.2144288577E+00  1.8000000000E+01  2.7618101175E+08  1.9638586987E+05  5.4238048235E+13  1.1268148856E+00 -1.6569840967E+00
  7.2224448898E+00  1.8000000000E+01  2.9205991505E+08  1.9775840137E+05  5.7757301904E+13  1.1245484543E+00 -1.6169536663E+00
  7.2304609218E+00  1.8000000000E+01  3.0888187418E+08  1.9911854253E+05  6.1504108601E+13  1.1224415338E+00 -1.5736387433E+00
  7.2384769539E+00  1.8000000000E+01  3.2670478654E+08  2.0046762654E+05  6.5493733135E+13  1.1204947308E+00 -1.5260484159E+00
  7.2464929860E+00  1.8000000000E+01  3.4559005029E+08  2.0180704997E+05  6.9742508549E+13  1.1187110630E+00 -1.4730018354E+00
  7.2545090180E+00  1.8000000000E+01  3.6560276072E+08  2.0313830310E+05  7.4267924421E+13  1.1170925880E+00 -1.4164727081E+00
  7.2625250501E+00  1.8000000000E+01  3.8681191655E+08  2.0446292312E+05  7.9088695153E+13  1.1156345709E+00 -1.3609696795E+00
  7.2705410822E+00  1.8000000000E+01  4.0929064426E+08  2.0578238825E+05  8.4224806263E+13  1.1143270228E+00 -1.3076432784E+00
  7.2785571142E+00  1.8000000000E+01  4.3311644155E+08  2.0709809620E+05  8.9697590481E+13  1.1131608118E+00 -1.2553731968E+00
  7.2865731463E+00  1.8000000000E+01  4.5837143453E+08  2.0841139732E+05  9.5529831159E+13  1.1121301889E+00 -1.2027058942E+00
  7.2945891784E+00  1.8000000000E+01  4.8514264528E+08  2.0972363472E+05  1.0174587893E+14  1.1112328003E+00 -1.1482965492E+00
  7.3026052104E+00  1.8000000000E+01  5.1352226925E+08  2.1103618123E+05  1.0837177868E+14  1.1104675635E+00 -1.0925900608E+00
  7.3106212425E+00  1.8000000000E+01  5.4360796477E+08  2.1235043275E+05  1.1543538656E+14  1.1098303943E+00 -1.0384458108E+00
  7.3186372745E+00  1.8000000000E+01  5.7550316246E+08  2.1366774341E+05  1.2296646205E+14  1.1093132896E+00 -9.8745687078E-01
  7.3266533066E+00  1.8000000000E+01  6.0931739880E+08  2.1498939135E+05  1.3099677671E+14  1.1089083877E+00 -9.3852866082E-01
  7.3346693387E+00  1.8000000000E+01  6.4516666918E+08  2.1631660890E+05  1.3956026605E+14  1.1086105766E+00 -8.9047290256E-01
  7.3426853707E+00  1.8000000000E+01  6.8317379601E+08  2.1765061481E+05  1.4869319672E+14  1.1084176115E+00 -8.4197313613E-01
  7.3507014028E+00  1.8000000000E+01  7.2346881102E+08  2.1899264992E+05  1.5843435206E+14  1.1083292203E+00 -7.9263779676E-01
  7.3587174349E+00  1.8000000000E+01  7.6618935248E+08  2.2034399029E+05  1.6882521924E+14  1.1083434415E+00 -7.4475928396E-01
  7.3667334669E+00  1.8000000000E+01  8.1148108643E+08  2.2170589343E+05  1.7991013927E+14  1.1084545681E+00 -7.0014755231E-01
  7.3747494990E+00  1.8000000000E+01  8.5949815963E+08  2.2307955531E+05  1.9173646724E+14  1.1086560499E+00 -6.5821389977E-01
  7.3827655311E+00  1.8000000000E+01  9.1040368052E+08  2.2446612628E+05  2.0435478752E+14  1.1089432610E+00 -6.1785576778E-01
  7.3907815631E+00  1.8000000000E+01  9.6437022228E+08  2.2586674016E+05  2.1781915841E+14  1.1093138665E+00 -5.7805834451E-01
  7.3987975952E+00  1.8000000000E+01  1.0215803462E+09  2.2728254191E+05  2.3218737784E+14  1.1097674529E+00 -5.3807429735E-01
  7.4068136273E+00  1.8000000000E+01  1.0822271457E+09  2.2871470927E+05  2.4752126699E+14  1.1103032968E+00 -4.9904693388E-01
  7.4148296593E+00  1.8000000000E+01  1.1465148185E+09  2.3016442470E+05  2.6388692361E+14  1.1109179612E+00 -4.6264709622E-01
  7.4228456914E+00  1.8000000000E+01  1.2146592774E+09  2.3163283194E+05  2.8135496827E+14  1.1116067627E+00 -4.2860592026E-01
  7.4308617234E+00  1.8000000000E+01  1.2868887988E+09  2.3312104287E+05  3.0000085882E+14  1.1123662130E+00 -3.9609098465E-01
  7.4388777555E+00  1.8000000000E+01  1.3634447019E+09  2.3463015972E+05  3.1990524817E+14  1.1131946087E+00 -3.6424148695E-01
  7.4468937876E+00  1.8000000000E+01  1.4445820563E+09  2.3616129942E+05  3.4115437553E+14  1.1140919401E+00 -3.3233657452E-01
